para,is_subjective
9095,many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember so could young romantics out on a date,1
9096,"good performances and a realistic , non-exploitive approach make paid in full worth seeing",1
9097,"holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back !",1
9098,"a triumph , relentless and beautiful in its downbeat darkness",1
9099,a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television,1
9100,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1
9101,"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of prejudice",1
9102,"defies logic , the laws of physics and almost anyone's willingness to believe in it but darned if it doesn't also keep us riveted to our seats",1
9103,"worthless , from its pseudo-rock-video opening to the idiocy of its last frames",1
9104," begins with promise , but runs aground after being snared in its own tangled plot",1
9105,a by-the-numbers effort that won't do much to enhance the franchise,1
9106,a strong enough effort to be worthy of faint praise,1
9107,rarely has a film's title served such dire warning,1
9108, too gory to be a comedy and too silly to be an effective horror film,1
9109,so much about the film is loopy and ludicrous  that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened,1
9110,"throughout all the tumult , a question comes to mind : so why is this so boring ?",1
9111,"if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time",1
9112,what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama,1
9113,the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs,1
9114,"if you can push on through the slow spots , you'll be rewarded with some fine acting",1
9115,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion",1
9116,"a powerful , absorbing and thoroughly transporting film experience",1
9117,"an efficient , exceedingly likable family film about orphans and sports that comes with equal doses of sentimentality , corny jokes and life lessons",1
9118,"filmmakers who can deftly change moods are treasures and even marvels so , too , is this comedy about mild culture clashing in today's new delhi",1
9119,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory,1
9120, a thoughtful what-if for the heart as well as the mind,1
9121,"a succinct , intelligent and scintillating slice of cultural history",1
9122,"a very slow , uneventful ride around a pretty tattered old carousel",1
9123,"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why",1
9124,too bad maggio couldn't come up with a better script,1
9125,"renée zellweger , catherine zeta-jones , richard gere , queen latifah and even sad-faced ol' john c reilly will have you singin' and dancin' in the aisles",1
9126,"as an exercise in stripped-down filmmaking , interview is grimly effective",1
9127,that such a horrible movie could have sprung from such a great one is one of the year's worst cinematic tragedies,1
9128,a sub-formulaic slap in the face to seasonal cheer,1
9129,montias  pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters,1
9130,"the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties",1
